id,name,system,zone,factory,maker,part_no,factory_code,bought,link,support,cad,photo,note,model_at_mm,model_from,oem_no,catalogue,applies,parent
PT103,Hot air duct,engine,engine_bay,yes,Mazda,,,,,,,,"Fed warm air to the factory air cleaner, which the K&N filter replaced; confirm whether it is still on the manifold Qty on the car: 1.",,,1480-13-330,1310A-1 EC-032-03,,PT101
PT104,Oil pump,engine,engine_bay,yes,Mazda,,,,,,,,"Shaft 1757-14-112 and middle plate 8501-14-118 (EC-044-02, EC-044-05). Fasteners: EC-044-03, EC-044-04, EC-044-06, EC-044-07 Qty on the car: 1.",,,8501-14-100,1400A-1 EC-044-01,,PT001
PT105,Oil pump rotor sets,engine,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8501-14-110,1400A-1 EC-044-31,,PT104
PT106,Oil pump sprocket,engine,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0839-14-141A,1400A-1 EC-044-08,,PT104
PT107,Oil pump drive chain,engine,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0839-14-142,1400A-1 EC-044-09,,PT104
PT108,Oil strainer,engine,engine_bay,yes,Mazda,,,,,,,,Strainer gasket: EC-044-10 Qty on the car: 1.,,,8871-14-160,1400A-1 EC-044-11,,PT104
PT109,Oil pressure regulator,engine,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,3648-14-250,1400A-1 EC-044-12,,PT001
PT110,Oil filter body,engine,engine_bay,yes,Mazda,,,,,,,,O-rings: EC-044-14 Qty on the car: 1.,,,8341-14-310,1400A-1 EC-044-15,,PT001
PT111,Metering pump driven gear,engine,engine_bay,yes,Mazda,,,,,,,,With its shaft 0820-14-620A and pin 0813-14-623. confirm whether the gear and shaft came out with the pump or still sit in the front cover Qty on the car: 1.,,,0820-14-625A,1400A-1 EC-044-18 EC-044-19 EC-044-20,replaced,PT002
PT112,Metering oil tubes,engine,engine_bay,yes,Mazda,,,,,,,,"Clips and O-rings: EC-044-13, EC-044-27 Qty on the car: 2.",,,8871-14-660B 8871-14-670B,1400A-1 EC-044-21 EC-044-22,replaced,PT002
PT113,Metering pump control linkage,engine,engine_bay,yes,Mazda,,,,,,,,"Connecting rod 8871-14-651 and control lever 1757-23-844 to the factory carburettor, with adjust shim 1757-14-652 (T=1.0), adjust screw and nut Qty on the car: 1.",,,8871-14-651 1757-23-844,1400A-1 EC-044-23 EC-044-24 EC-044-28 EC-044-29 EC-044-30,replaced,PT002
PT114,Engine mounting bracket,engine,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-39-021B,3900A-1 EC-102-01,,PT001
PT115,"Engine mount rubber, right",engine,engine_bay,yes,Mazda,,,,,,,,Stopper casing: EC-102-03. Bolts: EC-102-05 Qty on the car: 1.,,,1668-39-040D,3900A-1 EC-102-02,,PT001
PT116,"Engine mount rubber, left",engine,engine_bay,yes,Mazda,,,,,,,,Stopper casing: EC-102-03 Qty on the car: 1.,,,8545-39-040,3900A-1 EC-102-04,,PT001
PT117,Transmission mount member,transmission,underbody,yes,Mazda,,,,,,,,A/T line under 39 380; the catalogue row carries no description - confirm what it is on the car Qty on the car: 1.,,,1481-39-380B,3900A-1 EC-102-08,,PT054
PT118,Transmission mount rubber,transmission,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,1011-39-340A,3900A-1 EC-102-06,,PT117
PT119,"Transmission mount insulators, upper and lower",transmission,underbody,yes,Mazda,,,,,,,,"confirm: to serial 626754 upper 0884-39-385A and lower 0884-39-384; from 626755 upper F001-39-375 and lower 8599-39-384A; VIN serial not recorded. Studs, same split: EC-102-09, EC-102-10 Qty on the car: 4.",,,0884-39-385A 0884-39-384 F001-39-375 8599-39-384A,3900A-1 EC-102-12 EC-102-13 EC-102-14 EC-102-15,,PT117
PT120,Fuel return check valve,fuel,engine_bay,yes,Mazda,,,,,,,,In the return line near the carburettor; confirm it survived the Weber conversion,,,3648-13-270A,1320A-1 EC-033-03,,
PT121,"Fuel hoses, engine bay (main and return)",fuel,engine_bay,yes,Mazda,,,,,,,,"Factory bulk rubber hose (8 mm main, 6 mm return); confirm which sections the 3/8 in line (PT011) replaced. also: EC-033-12 N201-13-445",,,9935-80-8999 9935-80-69?? 9935-80-6999,1320A-1 EC-033-09 EC-033-10 EC-033-04,,
PT122,Carburettor insulator (to intake manifold),fuel,engine_bay,yes,Mazda,,,,,,,,Factory carburettor base insulator; the Pierce K678 manifold replaced it - confirm,,,1480-13-220B,1320A-1 EC-033-05,replaced,PT136
PT123,Idle switch cap,fuel,engine_bay,yes,Mazda,,,,,,,,"Part of the factory carburettor, which a Weber 45 DCOE (PT006) replaced",,,1481-13-205C,1320A-1 EC-033-02,replaced,PT136
PT124,Charcoal canister,fuel,engine_bay,yes,Mazda,,,,,,,,"Recall campaign 21605 may apply - confirm whether it was done. also: EC-033-20 N201-20-611, EC-033-23",,,N201-20-610A,1320A-1 EC-033-21,,
PT125,Evaporative and canister hoses,fuel,engine_bay,yes,Mazda,,,,,,,,Bulk hose; confirm routing after the Weber conversion,,,9935-10-8999 9935-10-4999,1320A-1 EC-033-24 EC-033-25 EC-033-27 EC-033-18,,PT124
PT126,Air cleaner assembly (factory),fuel,engine_bay,yes,Mazda,,,,,,,,"Replaced by the K&N filter on the Weber (PT058). also: EC-034-06 1757-23-680, EC-033-01 8871-13-201A, EC-034-05 8245-23-673",,,N201-13-300,1330A-1 EC-034-01,replaced,
PT127,Air cleaner element (factory),fuel,engine_bay,yes,Mazda,,,,,,,,,,,8341-23-672,1330A-1 EC-034-03,replaced,PT126
PT128,Air cleaner temperature compensator,fuel,engine_bay,yes,Mazda,,,,,,,,,,,3648-23-693A,1330A-1 EC-034-07,replaced,PT126
PT129,Air intake pipe (snorkel),fuel,engine_bay,yes,Mazda,,,,,,,,,,,1757-13-351A,1330A-1 EC-034-04,replaced,PT126
PT130,Hot air hose,fuel,engine_bay,yes,Mazda,,,,,,,,,,,8871-13-341A,1330A-1 EC-034-02,replaced,PT126
PT131,Air cleaner ventilation hose,fuel,engine_bay,yes,Mazda,,,,,,,,,,,8871-13-785C,1320A-1 EC-033-19,replaced,PT126
PT132,Starting assist motor,fuel,engine_bay,yes,Mazda,,,,,,,,"Drove the factory carburettor, which is gone; confirm whether it is still fitted. also: EC-035-01 8871-13-085B",,,8341-13-085,1350A-1 EC-035-03,,
PT133,Starting assist cable,fuel,engine_bay,yes,Mazda,,,,,,,,"Drove the factory carburettor, which is gone; confirm whether it is still fitted. also: EC-035-07 8871-13-087A",,,8871-13-086B,1350A-1 EC-035-05,,PT132
PT134,Starting fluid tank,fuel,engine_bay,yes,Mazda,,,,,,,,Confirm it is still fitted,,,1881-13-510G,1350A-1 EC-035-08,,
PT135,Starting assist thermo unit,fuel,engine_bay,yes,Mazda,,,,,,,,Federal cars only; confirm whether the car is Federal or California spec and whether it is fitted. also: EC-035-09 1757-13-515A,,,8712-13-531 8871-13-527,1350A-1 EC-035-11 EC-035-10,,PT134
PT136,Carburettor (factory Nikki 4-barrel),fuel,engine_bay,yes,Mazda,,,,,,,,"Replaced by the Weber 45 DCOE (PT006). N202-13-200A is California A/T, N204-13-200A Federal A/T (which was fitted is unknown and no longer matters). also: EC-036-09 N201-23-652, EC-036-12 N201-13-205, EC-036-13 N201-23-510, EC-039-27 2183-23-508, EC-039-28 1570-23-507, EC-038-01 1663-23-530, EC-038-02 8871-23-530, EC-038-03 0107-13-781, EC-038-06 0730-23-318, EC-039-19 0823-23-394, EC-039-02 0823-23-402A, EC-038-29 0305-23-356, EC-038-21 8826-23-338",,,N202-13-200A N204-13-200A,1359A-1 EC-036-03 EC-036-07,replaced,
PT137,Carburettor repair kit,fuel,engine_bay,yes,Mazda,,,,,,,,,,,N201-99-131,1359A-1 EC-036-11 EC-036-10,replaced,PT136
PT138,Air horn,fuel,engine_bay,yes,Mazda,,,,,,,,also: EC-038-16 N201-23-327,,,N201-23-310,1360A-1 EC-038-08,replaced,PT136
PT139,Throttle chamber,fuel,engine_bay,yes,Mazda,,,,,,,,"with bracket set, front and rear lever sets, rod and link set and return springs. also: EC-038-30 N201-23-371, EC-038-27 8341-23-349",,,N202-23-330 N202-23-370 1480-23-420 N202-23-430 N201-23-480 N201-23-380,1360A-1 EC-038-13 EC-038-34 EC-038-15; 1360A-2 EC-039-04 EC-039-12 EC-039-18,replaced,PT136
PT140,Secondary diaphragm chamber,fuel,engine_bay,yes,Mazda,,,,,,,,,,,N201-23-350 N249-23-350 N201-23-361,1360A-1 EC-038-04 EC-038-17; 1359A-1 EC-036-14,replaced,PT136
PT141,Carburettor solenoid valve,fuel,engine_bay,yes,Mazda,,,,,,,,,,,8871-23-411,1360A-1 EC-038-18,replaced,PT136
PT142,"Floats, front and rear",fuel,engine_bay,yes,Mazda,,,,,,,,with level gauge cover sets. also: EC-038-22 3743-23-34C,,,N201-23-328 N201-23-329,1360A-1 EC-038-19 EC-038-20,replaced,PT136
PT143,Float needle valves,fuel,engine_bay,yes,Mazda,,,,,,,,with inlet strainers and fuel connector set,,,N201-23-390 8871-23-401 8871-23-409A,1360A-1 EC-038-36 EC-038-07; 1360A-2 EC-039-03,replaced,PT136
PT144,Jets and air bleeds,fuel,engine_bay,yes,Mazda,,,,,,,,"main 1st and 2nd, step, slow, and air bleed jets. also: EC-038-25 8980-23-354, EC-038-26 8980-23-357",,,N202-23-421 0222-23-355B N201-23-426 3743-23-425 N202-23-423 8021-23-351 8871-23-424 8649-23-434 N201-23-492,1360A-1 EC-038-23 EC-038-38 EC-038-37; 1360A-2 EC-039-01 EC-039-07 EC-039-09 EC-039-14 EC-039-15 EC-039-21,replaced,PT136
PT145,Accelerator pump,fuel,engine_bay,yes,Mazda,,,,,,,,with pump weight and nozzle set,,,N201-23-360 N201-23-490 3743-23-488,1360A-1 EC-038-28 EC-038-05; 1360A-2 EC-039-20,replaced,PT136
PT146,Idle and throttle adjust screws,fuel,engine_bay,yes,Mazda,,,,,,,,,,,N201-23-460 N201-23-440,1360A-1 EC-038-31; 1360A-2 EC-039-16,replaced,PT136
PT147,Semi-automatic choke,fuel,engine_bay,yes,Mazda,,,,,,,,with return choke set and vacuum pipe set,,,N201-23-500A N201-23-503 N201-23-509,1360A-2 EC-039-22 EC-039-26 EC-039-25,replaced,PT136
PT148,Choke bi-metal and holder,fuel,engine_bay,yes,Mazda,,,,,,,,,,,N201-23-502A N201-23-501,1360A-2 EC-039-24 EC-039-23,replaced,PT147
PT149,Air pump,engine,engine_bay,yes,Mazda,,,,,,,,Confirm it is still fitted: the Weber manifold may have dropped the air injection. also: EC-040-01 1757-13-714,,,1757-13-710B,1371A-1 EC-040-12,,PT001
PT150,Air pump pulley,engine,engine_bay,yes,Mazda,,,,,,,,,,,1757-23-713A,1371A-1 EC-040-13,,PT149
PT151,Air pump V-belt,engine,engine_bay,yes,Mazda,,,,,,,,Confirm fitted,,,1757-13-715,1371A-1 EC-040-02,,PT149
PT152,Air control valve,engine,engine_bay,yes,Mazda,,,,,,,,"N201-13-720 is California, N203-13-720 Federal; confirm which, and confirm it is still fitted: the Weber manifold may have dropped the air injection. also: EC-040-08 N201-13-724",,,N201-13-720 N203-13-720,1371A-1 EC-040-05 EC-040-06,,
PT153,Air injection hoses,engine,engine_bay,yes,Mazda,,,,,,,,also: EC-040-10 1480-13-726,,,1757-13-717 1480-13-718A N201-13-725,1371A-1 EC-040-03 EC-040-04 EC-040-09,,PT152
PT154,Air injection check valve,engine,engine_bay,yes,Mazda,,,,,,,,,,,1480-13-730,1371A-1 EC-040-11,,PT152
PT155,Shutter valve actuator (diaphragm),engine,engine_bay,yes,Mazda,,,,,,,,"Gasket N201-13-135 California or N203-13-135 Federal; confirm it is still fitted: the Weber manifold may have dropped the air injection. also: EC-041-06 N201-13-135, EC-041-07 N203-13-135, EC-041-08 1480-13-137A, EC-041-09 1480-13-139B, EC-041-05 1480-13-727A; 1380A-2 EC-042-01: see recall campaigns 23702/2370C for emission control",,,1480-13-130A,1380A-1 EC-041-04,,
PT156,Three-way solenoid valves (vacuum switching),engine,engine_bay,yes,Mazda,,,,,,,,"4 x 1481-13-240A (the Fed/A-T/Cal row EC-041-11 has no number of its own; it is the variant of EC-041-10) and 1 x 1482-13-240A, on bracket 1480-13-241A; confirm fitted and which are still wired. also: EC-041-14 1480-13-241A Qty on the car: 5.",,,1481-13-240A 1482-13-240A,1380A-1 EC-041-11 EC-041-12,,
PT157,Emission vacuum pipe assembly,engine,engine_bay,yes,Mazda,,,,,,,,Confirm fitted,,,N201-13-650A,1380A-1 EC-041-19,,
PT158,Emission vacuum hoses and tubes,engine,engine_bay,yes,Mazda,,,,,,,,Bulk hose and tube; vacuum caps 1010-13-104 x 3. also: EC-041-03; confirm which factory lines remain - replacement lines are PT012,,,9935-10-6999 9935-10-4999 9935-10-1999 9935-10-4095 9935-10-8999,1380A-1 EC-041-01 EC-041-15 EC-041-16 EC-041-20 EC-041-21 EC-041-23 EC-041-27 EC-041-33,,PT157
PT159,Vacuum actuator,engine,engine_bay,yes,Mazda,,,,,,,,Confirm fitted and what it drives on this car. also: EC-041-13 8871-13-291A,,,3648-13-290 8871-13-296B,1380A-1 EC-041-17 EC-041-18,,
PT160,Anti-afterburn valve,engine,engine_bay,yes,Mazda,,,,,,,,with its air hoses; confirm fitted. also: EC-041-26 N201-13-757A,,,N201-13-750 N201-13-755 N201-13-756,1380A-1 EC-041-22 EC-041-24 EC-041-25,,
PT161,Vacuum delay valve,engine,engine_bay,yes,Mazda,,,,,,,,Confirm fitted,,,N201-13-980A,1380A-1 EC-041-28,,
PT162,Altitude compensator,fuel,engine_bay,yes,Mazda,,,,,,,,N249-20-770 is a marked <A> alternative; it sat on the factory air cleaner - confirm whether it is still fitted. also: EC-041-31 N201-20-771,,,N201-20-770A N249-20-770,1380A-1 EC-041-29 EC-041-30,,
PT163,Canister purge valve,fuel,engine_bay,yes,Mazda,,,,,,,,Confirm fitted,,,1480-20-950A,1380A-1 EC-041-32,,PT124
PT164,Accelerator pedal and arm,fuel,cabin,yes,Mazda,,,,,,,,"also: EC-106-02 8239-41-619, EC-106-03 3597-41-650A, EC-106-04 0259-41-644, EC-106-07 0118-41-681, EC-106-08 0118-41-682",,,FA01-41-610,4160A-1 EC-106-01,,
PT165,Accelerator pedal pad,fuel,cabin,yes,Mazda,,,,,,,,,,,8871-41-711B,4160A-1 EC-106-09,,PT164
PT166,Accelerator cable,fuel,engine_bay,yes,Mazda,,,,,,,,Factory cable; confirm it still works the Weber linkage or was replaced with the kit,,,FA01-41-660,4160A-1 EC-106-05,,PT164
PT167,Fuel tank,fuel,underbody,yes,Mazda,,,,,,,,"'82 type (serial 525552 on); see parts bulletin T-2-4. also: EC-107-03, EC-107-14 8531-42-761, EC-107-23 8871-12-745, EC-107-31 8871-72-761",,,FA01-42-110B,4200A-1 EC-107-04,,
PT168,"Fuel tank bands, left and right",fuel,underbody,yes,Mazda,,,,,,,,,,,8871-42-710B 8871-42-720A,4200A-1 EC-107-22 EC-107-24,,PT167
PT169,Fuel gauge sender unit,fuel,underbody,yes,Mazda,,,,,,,,also: EC-107-40 8871-60-962A,,,FA01-60-960A,4200A-1 EC-107-39,,PT167
PT170,Fuel filler pipe,fuel,rear,yes,Mazda,,,,,,,,"also: EC-107-08 0866-42-366B, EC-107-09 8871-42-242A",,,8871-42-210C,4200A-1 EC-107-06,,PT167
PT171,Fuel filler hose,fuel,rear,yes,Mazda,,,,,,,,,,,8344-42-241,4200A-1 EC-107-07,,PT170
PT172,Fuel filler cap,fuel,rear,yes,Mazda,,,,,,,,also: EC-107-27 8871-42-365,,,8871-42-250B,4200A-1 EC-107-10,,PT170
PT173,Fuel filler lid,body,rear,yes,Mazda,,,,,,,,"also: EC-107-25 FA01-42-431B, EC-107-19 0187-70-491",,,8871-42-410A,4200A-1 EC-107-20,,
PT174,Fuel tank vent check valve,fuel,underbody,yes,Mazda,,,,,,,,also: EC-107-38 8871-42-920,,,8341-42-910A,4200A-1 EC-107-36,,PT167
PT175,Fuel tank vent and breather hoses,fuel,underbody,yes,Mazda,,,,,,,,with breather pipe 8562-42-530,,,8871-42-571B F001-42-581A 8344-42-245 8562-42-530 9935-10-6999,4200A-1 EC-107-32 EC-107-34 EC-107-35 EC-107-17 EC-107-12 EC-107-13,,PT167
PT176,"Fuel main pipe (steel, tank to engine)",fuel,underbody,yes,Mazda,,,,,,,,"also: EC-114-29 8173-45-901A, EC-114-32, EC-114-34 8171-45-903A, EC-114-28 8871-45-715",,,FA01-45-111B FA01-45-112,4500A-1 EC-114-01 EC-114-03,,
PT177,Fuel return pipe (steel),fuel,underbody,yes,Mazda,,,,,,,,,,,FA01-45-611A,4500A-1 EC-114-17,,
PT178,Evaporation pipes (steel),fuel,underbody,yes,Mazda,,,,,,,,,,,FA01-45-711 FA30-45-712,4500A-1 EC-114-22 EC-114-25,,
PT179,"Fuel hoses, tank and pump",fuel,underbody,yes,Mazda,,,,,,,,,,,8344-45-125 8344-45-126 8344-45-123 9935-80-8999 9935-80-6999,4500A-1 EC-114-07 EC-114-09 EC-114-21 EC-114-06 EC-114-19 EC-114-20,,
PT180,Fuel cut valve (factory),fuel,underbody,yes,Mazda,,,,,,,,Factory valve in the fuel piping; confirm whether the fuel cut-off PT010 is this valve or a separate part. also: EC-114-12 8871-45-131A,,,3919-45-170A,4500A-1 EC-114-15,,
PT181,Radiator cap,cooling,front,yes,Mazda,,,,,,,,,,,8871-15-205,1500A-1 EC-046-36,,PT020
PT182,"Radiator hose, upper",cooling,engine_bay,yes,Mazda,,,,,,,,,,,8871-15-511,1500A-1 EC-046-32,,PT020
PT183,"Radiator hose, lower",cooling,engine_bay,yes,Mazda,,,,,,,,,,,8871-15-521,1500A-1 EC-046-33,,PT020
PT184,Radiator fan shroud (cowling),cooling,engine_bay,yes,Mazda,,,,,,,,,,,8871-15-401A,1500A-1 EC-046-38,,PT020
PT185,Water pump shaft bearings,cooling,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8871-15-121A,1500A-1 EC-046-15,,PT021
PT186,Water pump seal,cooling,engine_bay,yes,Mazda,,,,,,,,with dust seal plate 1757-15-118,,,1757-15-120A,1500A-1 EC-046-23 EC-046-22,,PT021
PT187,Water pump baffle plate,cooling,engine_bay,yes,Mazda,,,,,,,,"confirm: 0118-15-125 up to serial FB331 618134, N201-15-125A from 618135; read the VIN serial",,,0118-15-125 N201-15-125A,1500A-1 EC-046-24 EC-046-25,,PT021
PT188,Water pump cover,cooling,engine_bay,yes,Mazda,,,,,,,,,,,N232-99-153A,1500A-1 EC-046-26,,PT021
PT189,Water pump pulley boss,cooling,engine_bay,yes,Mazda,,,,,,,,,,,1757-23-927,1500A-1 EC-046-21,,PT021
PT190,Water pump pulley,cooling,engine_bay,yes,Mazda,,,,,,,,,,,1757-15-151B,1500A-1 EC-046-27,,PT021
PT191,Cooling fan and fan drive,cooling,engine_bay,yes,Mazda,,,,,,,,on the water pump pulley boss; pulley spacer 8872-15-211,,,N201-15-250B,1500A-1 EC-046-40 EC-046-39,,PT021
PT192,Cooling fan,cooling,engine_bay,yes,Mazda,,,,,,,,,,,3648-15-200A,1500A-1 EC-046-28,,PT191
PT193,Fan drive (viscous coupling),cooling,engine_bay,yes,Mazda,,,,,,,,,,,N201-15-210B,1500A-1 EC-046-37,,PT191
PT194,Thermostat cover,cooling,engine_bay,yes,Mazda,,,,,,,,,,,8872-15-170A,1500A-1 EC-046-30,,PT021
PT195,Coolant sub tank,cooling,engine_bay,yes,Mazda,,,,,,,,bracket FA01-56-374; clip 8156-18-863B,,,1052-15-350B,1500A-2 EC-047-06 EC-047-01 EC-047-09,,
PT196,Coolant sub tank cap,cooling,engine_bay,yes,Mazda,,,,,,,,,,,1052-15-355A,1500A-2 EC-047-08,,PT195
PT197,Coolant sub tank hose,cooling,engine_bay,yes,Mazda,,,,,,,,,,,8871-15-351A,1500A-2 EC-047-07,,PT195
PT198,Engine oil cooler,engine,front,yes,Mazda,,,,,,,,"below the radiator; clip 3565-14-662A (oil group, where it holds is not stated - confirm)",,,8871-14-700A,1500A-1 EC-046-02 EC-046-01,,
PT199,Oil cooler thermo pellet (bypass valve),engine,front,yes,Mazda,,,,,,,,"with spring 1757-14-821, stopper nut 1757-14-822, gasket 9956-42-200. The catalogue print reads 8871-?4-810; 14 read from the group - confirm",,,8871-14-810,1500A-1 EC-046-10 EC-046-11 EC-046-12 EC-046-13,,PT198
PT200,Oil cooler hose (1011-14-720),engine,engine_bay,yes,Mazda,,,,,,,,protector 0813-14-716; union joints 9938-41-200F x2,,,1011-14-720,1500A-1 EC-046-04 EC-046-03 EC-046-05,,PT198
PT201,Oil cooler hose (8871-14-730),engine,engine_bay,yes,Mazda,,,,,,,,connector 9938-11-400; bracket 8871-14-742; clip 0839-14-745A,,,8871-14-730,1500A-1 EC-046-06 EC-046-07 EC-046-08 EC-046-09,,PT198
PT202,Heater unit,climate,dash,yes,Mazda,,,,,,,,service hole cover 0810-56-639,,,FA42-61-130,6100A-1 BI-075-07 BI-075-05,,
PT203,Heater case,climate,dash,yes,Mazda,,,,,,,,two halves; cover 8871-76-418; plate 8871-76-404; clamps 8871-76-466 x6,,,FA42-76-401 FA42-76-400A,6110A-1 BI-076-06 BI-076-11 BI-076-01 BI-076-05 BI-076-33,,PT202
PT204,Heater core,climate,dash,yes,Mazda,,,,,,,,,,,8871-76-402,6110A-1 BI-076-10,,PT202
PT205,Heater core pipes,climate,dash,yes,Mazda,,,,,,,,,,,8871-76-416 8871-76-417,6110A-1 BI-076-18 BI-076-19,,PT204
PT206,Heater water valve,climate,dash,yes,Mazda,,,,,,,,,,,8871-76-409,6110A-1 BI-076-17,,PT202
PT207,Heater unit hoses (inside the unit),climate,dash,yes,Mazda,,,,,,,,"hose bands 8871-76-425 x2; clips 8871-76-471, 8871-76-419 x2 Qty on the car: 3.",,,8871-76-420,6110A-1 BI-076-21 BI-076-20 BI-076-24 BI-076-32,,PT202
PT208,Heater doors (shutters no. 1-3),climate,dash,yes,Mazda,,,,,,,,"shaft 8871-76-408; bushings 8871-76-414 x3, 8871-76-470, 8871-76-427, stepped 8871-76-434; springs 8871-76-415 x3, 8871-76-428",,,FA42-76-403 8871-76-405 8871-76-410A,6110A-1 BI-076-07 BI-076-08 BI-076-09 BI-076-34 BI-076-02 BI-076-03 BI-076-04 BI-076-25 BI-076-26 BI-076-30,,PT202
PT209,Heater unit control levers and guides,climate,dash,yes,Mazda,,,,,,,,"guides 8871-76-421, 8871-76-422, FA42-76-429; plate 8871-76-430A; washer and screw 8871-76-432; washer 8871-76-433",,,8871-76-406 8871-76-413 8871-76-407 8871-76-411A 8871-76-412A,6110A-1 BI-076-12 BI-076-13 BI-076-14 BI-076-15 BI-076-16 BI-076-22 BI-076-23 BI-076-27 BI-076-28 BI-076-29 BI-076-31,,PT202
PT210,Heater hose no. 1,climate,engine_bay,yes,Mazda,,,,,,,,,,,8871-61-230,6100A-1 BI-075-15,,PT202
PT211,Heater hose no. 2,climate,engine_bay,yes,Mazda,,,,,,,,,,,8871-61-212,6100A-1 BI-075-17,,PT202
PT212,Heater hose no. 3,climate,engine_bay,yes,Mazda,,,,,,,,,,,8871-61-213,6100A-1 BI-075-18,,PT202
PT213,Heater pipe,climate,engine_bay,yes,Mazda,,,,,,,,protector 1011-61-216; firewall grommets 8871-61-219A x2,,,F001-61-220B,6100A-1 BI-075-21 BI-075-20 BI-075-23,,PT202
PT214,Blower-to-heater duct (cars without A/C),climate,dash,yes,Mazda,,,,,,,,"Listed for cars without A/C; the car has A/C (PT040), where the evaporator case takes this place - confirm. Its drain plugs 0187-53-134, 0118-56-241, B499-62-868 and hole plug 1708-61-031 are also without-A/C only",,,8871-61-150,6100A-1 BI-075-09 BI-075-02 BI-075-03 BI-075-04 BI-075-06,not-fitted,PT202
PT215,Heater control panel,climate,dash,yes,Mazda,,,,,,,,"confirm: FA01-61-190 up to serial FB331 633360 (thru Jan 82), FA01-61-190A from 633361; read the VIN serial. The internal parts below are listed for FA01-61-190 only. Small parts: bushings 8871-76-516, 8871-76-518, 8531-76-415; snap ring 0259-71-158; washers 0315-76-028 x2, 8871-76-517; plate 8871-76-503A; bracket F001-76-500A; bearing covers 8871-76-509, 8871-76-512; spring 8871-76-510; steel balls 8871-76-511, 8871-76-514; spacer 8871-76-513; pin 8871-76-515",,,FA01-61-190 FA01-61-190A,6100A-1 BI-075-10 BI-075-11; 6115A-1 BI-077-01 BI-077-02 BI-077-05 BI-077-06 BI-077-07 BI-077-09 BI-077-12 BI-077-13 BI-077-14 BI-077-15 BI-077-16 BI-077-17 BI-077-18 BI-077-19 BI-077-20,,
PT216,Heater control knobs,climate,dash,yes,Mazda,,,,,,,,"knob no. 1 x2, knob, A/C knob; the A/C knob is listed without A/C fitment and the car has A/C (PT040) - confirm it is on the panel Qty on the car: 4.",,,8171-61-191A 8563-61-196A 8563-61-197B,6100A-1 BI-075-12 BI-075-13 BI-075-14,,PT215
