id,category,item,value,unit,source,page,confidence,system,part,applies,note
SP-592,Lighting,"Halogen sealed beam wattage, high/low (GS/GSL halogen)",60/50,W,S-001,PDF p.20 (sect E),primary,lighting,PT035,,the lamp symbol reads 50W/40W (conventional); the note beside it gives halogen 60/50 W. LED units reported fitted - confirm what is on the car
SP-593,Lighting,Low beam wire / high beam wire,"RY low, RL high",,S-001,PDF p.20 (sect E),primary,lighting,PT035,,RL also feeds the high beam indicator; S-002 15-30 labels RY low and RL high too. Confirm on the car
SP-594,Lighting,"Replacement Wagner H6024 (2D1): 7 in PAR56 halogen sealed beam, 12.8 V, high 60 W / 4.69 A, low 35 W / 2.73 A, life 150 h high / 450 h low, 178 mm dia, 127 mm long, 3-lug base",60/35,W,S-133,product page,secondary,lighting,PT035,,the same listing title says 35/65 W; wattage varies by brand
SP-595,Lighting,"Replacement Norman Lamps H6024: 12.8 V, 65 W, PAR56, 7.00 in dia, 5.00 in deep, 3-lug base, 400 h",7.00,in,S-132,product page,secondary,lighting,PT035,,
SP-596,Brakes,"Brake pedal height (from floor), set by screwing the stop light switch in or out",190 +5/-0,mm,S-038,T:6,primary,lighting,PT557,,"procedure (disconnect wires, loosen lock nut, turn switch, tighten, reconnect) from 1985 S-002 Section 11 p.11-25, same 190 mm figure"
SP-597,Lighting,Stop light switch contact,normally open; closes GW to W when the brake pedal is pressed,,S-001,"PDF p.22 (sect F, F-11)",primary,lighting,PT557,,from S-001; confirm
SP-598,Lighting,Stop light switch feed,"15 A STOP/HORN fuse (X-04), constant (works with key off)",A,S-001,PDF p.22 (sect F),primary,lighting,PT557,,
SP-599,Lighting,"Stop light switch test: test light from W to ground lights with pedal pressed; if not, check GW; if GW is hot, switch faulty or misadjusted",procedure,,S-002,Section 15 p.15-31,primary,lighting,PT557,other-car,1985 connector F-03(F); wire colours GW and W match 1982 F-11
SP-600,Lighting,"Replacement Mazda H003-66-490A brake light switch, 82-88 RX-7 with cruise control (Mazdatrix, 47.15 USD, in stock)",47.15,USD,S-134,product page,secondary,lighting,PT557,,may be the second of the two switches the catalogue lists - confirm
SP-601,Lighting,Stop light checker function,"W in from stop switch, G out to both stop lamp filaments, GL to the meter stop-light warning, B ground X-13",,S-001,"PDF p.22 (sect F, F-03)",primary,lighting,PT304,,identity of the catalogue lamp checker relay with F-03 is inferred - confirm
SP-602,Lighting,"Stop light checker test: test light on G lights with pedal pressed; if W is hot and G is not, checker faulty",procedure,,S-002,Section 15 p.15-31,primary,lighting,PT304,other-car,"1985 connector F-04(F), wires GL, W, G, B"
SP-603,Lighting,Mounting,"relay bracket under the dash with the C.P.U. and horn relay (catalogue D-code 67660, LAMPC. RELAY)",,S-005,BI p.101 fig 6630A-1,primary,lighting,PT304,,"catalogue lists 67660 RELAY, LAMP CHECKER BE32-67-680A qty 1, '(USE W/O ILLUM. KEY & WARNING LAMP)'; confirm on the car"
SP-604,Lighting,Retractor relay quantity and fitment,"2 (one per motor), 8871-51-939, 81-82 FB331 500001-700000; 83 uses FA01-51-939 qty 1",,S-005,BI p.33 fig 5103A-1 BI-033-29,primary,lighting,PT594,,
SP-605,Lighting,Retractor relay contacts,coil via motor limit switch to ground; NO contact WR to motor; NC contact motor to ground (dynamic brake),,S-001,PDF p.20 (sect E),primary,lighting,PT594,,drawn inside the motor outline; confirm
SP-606,Lighting,"Parking lamp filament load, each side",8,W,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT595,,S-001 lamp symbol 8W on RG circuit
SP-607,Lighting,"Front turn lamp filament load, each side",27,W,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT595,,S-001 lamp symbol 27W on GR (LH) / GO (RH)
SP-608,Lighting,Parking lamp fuse (tail/marker/license bus RG),10,A,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT595,,WR constant -> X-04 10A -> R -> E-01 light switch -> RG
SP-609,Lighting,"Turn signal fuse (ignition, GY bus shared with back-up lights)",10,A,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT595,,IG -> BY -> X-04 10A -> GY -> F-02 turn switch
SP-610,Lighting,Bulbs per lamp,1,,S-005,BI p34 fig 5105A-1,primary,lighting,PT595,,catalogue qty 2 bulbs 0000-11-1157 for 2 lamps
SP-611,Lighting,Bulb rating (catalogue),12V 27/8,W,S-005,BI p34 fig 5105A-1,primary,lighting,PT596,,
SP-612,Lighting,Replacement trade 1157: high filament,12.8 V 2.10 A 32 MSCP,,S-141,PDF p18,secondary,lighting,PT596,,Candela miniature lamp catalogue row 19
SP-613,Lighting,Replacement trade 1157: low filament,14.0 V 0.59 A 3 MSCP,,S-141,PDF p18,secondary,lighting,PT596,,
SP-614,Lighting,Replacement trade 1157: base,D.C. indexed bayonet (BAY15d),,S-141,PDF p18,secondary,lighting,PT596,,BAY15d designation from src-norman-lamp-pages
SP-615,Lighting,Replacement trade 1157: maximum overall length,50.8,mm,S-141,PDF p18,secondary,lighting,PT596,,2.00 in
SP-616,Lighting,Replacement trade 1157: light centre length,31.75,mm,S-141,PDF p18,secondary,lighting,PT596,,1.25 in
SP-617,Lighting,Replacement trade 1157: rated life high / low filament,1200 / 5000,h,S-141,PDF p18,secondary,lighting,PT596,,
SP-618,Lighting,Replacement trade 1157: bulb shape and diameter,"S-8, 26.4",mm,S-142,1157.html,secondary,lighting,PT596,,1.04 in diameter
SP-619,Body,Lens gasket,"FA01-51-063, qty 2",,S-005,BI p34 fig 5105A-1,primary,lighting,PT597,,
SP-620,Lighting,"Front side marker bulb load, each side",3.8,W,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT598,,
SP-621,Lighting,Circuit,"RG tail/marker bus (lit with park and head positions), not a flashing turn lamp",,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT598,,F-12/F-13 wired RG and B only
SP-622,Lighting,Bulb rating (catalogue),12V 3.8,W,S-005,BI p34 fig 5105A-1,primary,lighting,PT599,,
SP-623,Lighting,Replacement trade 194: rating,14.0 V 0.27 A 2 MSCP,,S-141,PDF p24,secondary,lighting,PT599,,
SP-624,Lighting,Replacement trade 194: base and shape,"glass wedge, T-3 1/4",,S-141,PDF p24,secondary,lighting,PT599,,T-3 1/4 from src-norman-lamp-pages
SP-625,Lighting,Replacement trade 194: maximum overall length,26.9,mm,S-141,PDF p24,secondary,lighting,PT599,,1.06 in
SP-626,Lighting,Replacement trade 194: light centre length,14.2,mm,S-141,PDF p24,secondary,lighting,PT599,,0.56 in
SP-627,Lighting,Replacement trade 194: rated life,2500,h,S-141,PDF p24,secondary,lighting,PT599,,Norman lists 1500 h
SP-628,Body,Lens part numbers,"FA01-51-121 (R), FA01-51-131 (L)",,S-005,BI p34 fig 5105A-1,primary,lighting,PT600,,
SP-629,Lighting,Stop/tail bulbs per side,2 x 27/8,W,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT601,,S-001 '27/8W x2' each side
SP-630,Lighting,"Rear turn lamp load, each side",27,W,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT601,,
SP-631,Lighting,"Back-up lamp load, each side",27,W,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT601,,"A/T path: inhibitor switch A-06 GY in, RY out -> RW"
SP-632,Lighting,"Stop lamp fuse (constant, shared with horn)",15,A,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT601,,WR -> X-04 15A -> GW -> stop light switch F-11 -> W -> stop light checker F-03 -> G
SP-633,Lighting,Tail lamp fuse (RG bus),10,A,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT601,,
SP-634,Lighting,Turn and back-up fuse (ignition GY bus),10,A,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT601,,
SP-635,Lighting,Connector cavities,6 (5 used),,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT601,,"F-07/F-08 view: GR/GO, RW, not used, G, RG, B; confirm on the car"
SP-636,Body,Lens gaskets,"FA01-51-153A (R), FA01-51-163A (L)",,S-005,BI p35 fig 5110A-1,primary,lighting,PT601,,
SP-637,Lighting,"Tail light fault check: RG voltage at light switch, then front-to-rear harness connector X-06",procedure,,S-002,Section 15 p15-30,secondary,lighting,PT601,other-car,1985 manual; connector number may differ on 1982
SP-638,Lighting,Bulb rating (catalogue),12V 27,W,S-005,BI p35 fig 5110A-1,primary,lighting,PT602,,
SP-639,Lighting,Replacement trade 1156: rating,12.8 V 2.10 A 32 MSCP,,S-141,PDF p18,secondary,lighting,PT602,,
SP-640,Lighting,Replacement trade 1156: base,S.C. bayonet (BA15s),,S-141,PDF p18,secondary,lighting,PT602,,BA15s from src-norman-lamp-pages
SP-641,Lighting,Replacement trade 1156: maximum overall length,50.8,mm,S-141,PDF p18,secondary,lighting,PT602,,
SP-642,Lighting,Replacement trade 1156: light centre length,31.75,mm,S-141,PDF p18,secondary,lighting,PT602,,
SP-643,Lighting,Replacement trade 1156: rated life,1200,h,S-141,PDF p18,secondary,lighting,PT602,,
SP-644,Lighting,Bulb rating (catalogue),12V 27/8,W,S-005,BI p35 fig 5110A-1,primary,lighting,PT603,,
SP-645,Lighting,Replacement trade 1157: high / low filament,12.8 V 2.10 A 32 MSCP / 14.0 V 0.59 A 3 MSCP,,S-141,PDF p18,secondary,lighting,PT603,,same bulb as PT596
SP-646,Body,Lens part numbers,"FA01-51-151D (R), FA01-51-161D (L)",,S-005,BI p35 fig 5110A-1,primary,lighting,PT604,,
SP-647,Lighting,"License lamp load, each",6,W,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT605,,
SP-648,Lighting,License lamp fuse (RG bus),10,A,S-001,PDF p22 (Section F schematic and connector views),primary,lighting,PT605,,
SP-649,Body,Lens gasket,"3874-66-373, qty 2",,S-005,BI p36 fig 5120A-1,primary,lighting,PT605,,
SP-650,Lighting,Bulb rating (catalogue),12V 6,W,S-005,BI p36 fig 5120A-1,primary,lighting,PT606,,
SP-651,Lighting,Trade number given by bulb chart,89,,S-019,1982 RX7 bulb chart,unverified,lighting,PT606,,"89 is 13 V 0.58 A (7.5 W), not 6 W; confirm on the removed bulb"
SP-652,Lighting,Replacement trade 89: rating,13.0 V 0.58 A 6 MSCP,,S-141,PDF p16,secondary,lighting,PT606,,
SP-653,Lighting,Replacement trade 89: base and shape,"S.C. bayonet (BA15s), G-6",,S-141,PDF p16,secondary,lighting,PT606,,BA15s and G6 from src-norman-lamp-pages
SP-654,Lighting,Replacement trade 89: maximum overall length,36.6,mm,S-141,PDF p16,secondary,lighting,PT606,,1.44 in
SP-655,Lighting,Replacement trade 89: light centre length,19.1,mm,S-141,PDF p16,secondary,lighting,PT606,,0.75 in
SP-656,Lighting,Replacement trade 89: rated life,750,h,S-141,PDF p16,secondary,lighting,PT606,,
SP-657,Body,Lens part number / quantity,"3874-66-371, 2 per car",,S-005,BI p36 fig 5120A-1,primary,lighting,PT607,,
SP-658,Lighting,"Circuit: tail / parking / marker bus (lit steady, not flashing)",RG,,S-001,22 (Section F),primary,lighting,PT608,,F-14/F-15 rear side marker lights on RG from E-01 via X-03; confirm on the car
SP-659,Lighting,"Circuit fuse (X-04, feeds E-01 LIGHT section R wire)",10,A,S-001,22 (Section F),primary,lighting,PT608,,WR constant -> X-04 10 A -> R -> E-01 -> RG
SP-660,Lighting,Ground point,X-15,,S-001,22 (Section F),primary,lighting,PT608,,B wire from F-14/F-15; confirm on the car
SP-661,Lighting,Rated power,3.8,W,S-001,"22 (Section F, F-14/F-15)",primary,lighting,PT609,,S-005 BI-036-05 also gives (A12V 3.8W)
SP-662,Lighting,Rated voltage,12,V,S-005,"BI p36, 5120A-1 BI-036-05",primary,lighting,PT609,,printed as A12V 3.8W
SP-663,Lighting,Replacement 194 (Candela): design voltage,14.0,V,S-141,"PDF p24 (T-3 1/4 table, line 18)",secondary,lighting,PT609,,trade number from the Mazda number 0000-11-0194
SP-664,Lighting,Replacement 194 (Candela): current,0.27,A,S-141,PDF p24,secondary,lighting,PT609,,0.27 A x 14 V = 3.78 W
SP-665,Lighting,Replacement 194 (Candela): mean spherical candlepower,2,MSCP,S-141,PDF p24,secondary,lighting,PT609,,
SP-666,Lighting,Replacement 194 (Candela): maximum overall length,26.9,mm,S-141,PDF p24,secondary,lighting,PT609,,printed 1.06 in
SP-667,Lighting,Replacement 194 (Candela): light centre length,14.2,mm,S-141,PDF p24,secondary,lighting,PT609,,printed 0.56 in
SP-668,Lighting,Replacement 194 (Candela): filament / bulb,C-2F,,S-141,PDF p24,secondary,lighting,PT609,,"T-3 1/4 bulb (3.25/8 in = 10.3 mm diameter), wedge base, fig. 40"
SP-669,Lighting,Replacement 194 (Candela): average rated life,2500,h,S-141,PDF p24,secondary,lighting,PT609,,
SP-670,Lighting,Replacement EiKO 194: base,W2.1x9.5d,,S-145,,secondary,lighting,PT609,,"miniature wedge; 25 lm, 0.4 in diameter listed"
SP-671,Body,Lens colour,red,,S-147,,secondary,lighting,PT610,,used OEM right lens listing; confirm on the car
SP-672,Lighting,Bulb rating on the wiring diagram (H-11 luggage compartment light),5,W,S-001,26 (Section H),primary,lighting,PT611,,
SP-673,Lighting,"Circuit fuse (X-04, LY interior bus, constant)",15,A,S-001,26 (Section H),primary,lighting,PT611,,"shared with interior/spot light, lighter, clock, ignition switch light"
SP-674,Lighting,Rated power,5,W,S-005,"BI p38, 5125A-1 BI-038-02",primary,lighting,PT612,,printed (A12V 5W); S-001 p26 also shows 5 W
SP-675,Lighting,Rated voltage,12,V,S-005,"BI p38, 5125A-1 BI-038-02",primary,lighting,PT612,,
SP-676,Electrical,LIGHT section feed fuse (R wire),10,A,S-001,20 (Section E),primary,lighting,PT639,,WR constant -> X-04 10 A -> R -> E-01
SP-677,Electrical,Headlight / dimmer feed (WG wire) fusible link,0.3,sq mm,S-001,20 (Section E),primary,lighting,PT639,,0.3 sq link at X-07; the same WG also feeds E-02 via X-02
SP-678,Electrical,Test: RG terminal of the light switch connector reads battery voltage with the switch at the tail light position,12,V,S-002,"Section 15, 15-30",primary,lighting,PT639,other-car,"1985 manual; its E-01(F) 6-pin connector carries the same colours as 1982 (GL, R, RW / RG, RY, RL). Value = battery voltage."
SP-679,Electrical,Test: R wire of the 6-pin connector reads battery voltage with the light switch at HEAD (pop-up raise command),12,V,S-002,"Section 15, 15-29",primary,lighting,PT639,other-car,1985 manual; value = battery voltage
SP-680,Lighting,Glove box light (H-01) rating,3.4,W,S-001,PDF p.26,primary,lighting,PT833,,"Section H schematic, H-01 glove box light 3.4W."
SP-681,Lighting,"Select lever illumination light (E-07, A/T) rating",3.4,W,S-001,PDF p.20,primary,lighting,PT856,,"Section E schematic, E-07 select lever illumination light (for A/T); dimmed via E-05."
SP-682,Lighting,Center panel illumination bulb rating,3.4,W,S-005,fig 5500A-1 BI-047-15,primary,lighting,PT842,,12 V 3.4 W per the catalogue description; Mazda 0000-11-0194.
SP-683,Lighting,Center panel illumination bulb rating,1.4,W,S-005,fig 5500A-1 BI-047-22,primary,lighting,PT845,,"1.4 W per the catalogue description; Mazda 0000-11-0074, two on the car."
SP-684,Lighting,Replacement trade 194: design voltage,14.0,V,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT833,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-685,Lighting,Replacement trade 194: current,0.27,A,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT833,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-686,Lighting,Replacement trade 194: luminous intensity,2,MSCP,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT833,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-687,Lighting,Replacement trade 194: bulb and base,"T-3 1/4 wedge, C-2F filament",,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT833,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-688,Lighting,Replacement trade 194: maximum overall length,1.06,in,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT833,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-689,Lighting,Replacement trade 194: light centre length,0.56,in,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT833,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-690,Lighting,Replacement trade 194: average life,2500,h,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT833,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-691,Lighting,Replacement trade 194: design voltage,14.0,V,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT842,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-692,Lighting,Replacement trade 194: current,0.27,A,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT842,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-693,Lighting,Replacement trade 194: luminous intensity,2,MSCP,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT842,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-694,Lighting,Replacement trade 194: bulb and base,"T-3 1/4 wedge, C-2F filament",,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT842,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-695,Lighting,Replacement trade 194: maximum overall length,1.06,in,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT842,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-696,Lighting,Replacement trade 194: light centre length,0.56,in,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT842,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-697,Lighting,Replacement trade 194: average life,2500,h,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT842,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-698,Lighting,Replacement trade 194: design voltage,14.0,V,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT856,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-699,Lighting,Replacement trade 194: current,0.27,A,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT856,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-700,Lighting,Replacement trade 194: luminous intensity,2,MSCP,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT856,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-701,Lighting,Replacement trade 194: bulb and base,"T-3 1/4 wedge, C-2F filament",,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT856,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-702,Lighting,Replacement trade 194: maximum overall length,1.06,in,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT856,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-703,Lighting,Replacement trade 194: light centre length,0.56,in,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT856,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-704,Lighting,Replacement trade 194: average life,2500,h,S-141,PDF p.24 (T-3 1/4 table line 18),secondary,lighting,PT856,,"Datasheet for the North American trade-number equivalent of Mazda 0000-11-0194 (12 V 3.4 W); the cross is inferred from the Mazda number, confirm the bulb in the socket."
SP-705,Lighting,Replacement CML CM194: design voltage / current / MSCP / life,14.0 V / 0.27 A / 2.0 MSCP / 1500 h,,S-149,p.1,secondary,lighting,PT833,,"VCC (Chicago Miniature) T-3 1/4 wedge table; life rating differs from Candela's 2500 h, maker-dependent."
SP-706,Lighting,Replacement trade 74: design voltage,14.0,V,S-141,PDF p.22 (T-1 3/4 table line 1),secondary,lighting,PT845,,"Datasheet for the trade-number equivalent of Mazda 0000-11-0074 (1.4 W); cross inferred from the Mazda number, confirm the bulb in the socket."
SP-707,Lighting,Replacement trade 74: current,0.10,A,S-141,PDF p.22 (T-1 3/4 table line 1),secondary,lighting,PT845,,"Datasheet for the trade-number equivalent of Mazda 0000-11-0074 (1.4 W); cross inferred from the Mazda number, confirm the bulb in the socket."
SP-708,Lighting,Replacement trade 74: luminous intensity,0.70,MSCP,S-141,PDF p.22 (T-1 3/4 table line 1),secondary,lighting,PT845,,"Datasheet for the trade-number equivalent of Mazda 0000-11-0074 (1.4 W); cross inferred from the Mazda number, confirm the bulb in the socket."
SP-709,Lighting,Replacement trade 74: bulb and base,"T-1 3/4 subminiature wedge, C-2F filament",,S-141,PDF p.22 (T-1 3/4 table line 1),secondary,lighting,PT845,,"Datasheet for the trade-number equivalent of Mazda 0000-11-0074 (1.4 W); cross inferred from the Mazda number, confirm the bulb in the socket."
SP-710,Lighting,Replacement trade 74: maximum overall length,0.80,in,S-141,PDF p.22 (T-1 3/4 table line 1),secondary,lighting,PT845,,"Datasheet for the trade-number equivalent of Mazda 0000-11-0074 (1.4 W); cross inferred from the Mazda number, confirm the bulb in the socket."
SP-711,Lighting,Replacement trade 74: light centre length,0.40,in,S-141,PDF p.22 (T-1 3/4 table line 1),secondary,lighting,PT845,,"Datasheet for the trade-number equivalent of Mazda 0000-11-0074 (1.4 W); cross inferred from the Mazda number, confirm the bulb in the socket."
SP-712,Lighting,Replacement trade 74: average life,500,h,S-141,PDF p.22 (T-1 3/4 table line 1),secondary,lighting,PT845,,"Datasheet for the trade-number equivalent of Mazda 0000-11-0074 (1.4 W); cross inferred from the Mazda number, confirm the bulb in the socket."
SP-713,Lighting,Spot lamp internal circuit,LY constant feed - spot lamp switch - bulb - case ground; independent of the door switches,,S-001,"PDF p.26 (section H, device H-06)",primary,lighting,PT958,,Read from the schematic box of H-06; confirm on the car
SP-714,Lighting,"Feed fuse (LY bus, X-04)",15,A,S-001,PDF p.26 (section H),primary,lighting,PT958,,"Constant hot from WR; works with the key out. Shared with interior light, lighter, clock, luggage light, ignition switch light"
SP-715,Lighting,Fitted to,"GS and GSL (interior mirror with map lamp, FA01-69-220A)",,S-005,"BI-128-02 (lamp, spot: GS & GSL); BI-129-04 (FA01-69-220A W/ MAP LAMP, GS & GSL); figure 6900A-3, Body PDF p.130",primary,lighting,PT958,,S model mirror FA03-69-220A has no map lamp
SP-716,Lighting,Bulb carried,"0000-11-0194 (69170K, wedge)",,S-005,"BI-129-07 (0000-11-0194); figure 6900A-3, Body PDF p.130",primary,lighting,PT959,,Read from the exploded view: 69170K sits directly on socket 51354 in the W/MAP LAMP group; confirm on the car
SP-717,Lighting,Fits,1981-1985 RX-7 (12A and 13B),,S-152,,secondary,lighting,PT960,,"Seller fitment; new Mazda part, USD 41.50 on 2026-09-25"
SP-718,Lighting,Rating (catalogue),10,W,S-005,BI-129-06 (A12V 10W),primary,lighting,PT961,,12 V. S-001 PDF p.26 labels the interior lamp of H-06 as 5 W - the two factory sources disagree; confirm on the car
SP-719,Lighting,Bulb form,festoon (double-ended),,S-005,"figure 6900A-3, Body PDF p.130 (item 69170J)",primary,lighting,PT961,,"Drawn as a festoon in both the W/O and W/MAP LAMP mirrors, so it is the interior (dome) lamp; confirm on the car"
SP-720,Lighting,Interior lamp internal circuit,"LY feed - bulb - 3-position switch: ON = case ground, DOOR = RY to door switches H-07/H-08 (ground when a door opens), OFF = open",,S-001,"PDF p.26 (section H, device H-06)",primary,lighting,PT961,,RY also goes to the control processing unit X-16 (lights-off chime). Confirm on the car
SP-721,Lighting,Replacement DE3175: voltage,13,V,S-151,,secondary,lighting,PT961,,Trade DE3175 assumed from Mazda 0000-11-3175 and the 10 W rating; confirm length on the car
SP-722,Lighting,Replacement DE3175: current,0.77,A,S-151,,secondary,lighting,PT961,,+/-15 percent; 10 W
SP-723,Lighting,Replacement DE3175: maximum overall length,32,mm,S-151,,secondary,lighting,PT961,,Bulb diameter 10.5 mm; SV8.5-8 festoon caps; 400 h rated life; 120 lm. Other sellers give 31 mm
SP-724,Lighting,"Rating (catalogue, this figure)",5,W,S-005,BI-129-07 (A12V 5W),primary,lighting,PT962,,"Same part number is printed 3.8 W (BI-034-07, BI-036-05) and 3.4 W (BI-047-15 and others) elsewhere in S-005; S-001 PDF p.26 labels the spot lamp 6 W. Confirm on the car"
SP-725,Lighting,Bulb form,"wedge, in socket 51354",,S-005,"figure 6900A-3, Body PDF p.130 (item 69170K)",primary,lighting,PT962,,Map (spot) lamp bulb; only present in the W/MAP LAMP mirror
SP-726,Lighting,Replacement Eiko 194 (40427): rating,14 V 0.27 A,,S-150,p.1,secondary,lighting,PT962,,"About 3.8 W. Base W2.1x9.5d miniature wedge, bulb T3-1/4, filament C-2F"
SP-727,Lighting,Replacement Eiko 194 (40427): maximum overall length,26.9,mm,S-150,p.1,secondary,lighting,PT962,,"MOD 10.2 mm, light centre length 14.2 mm, 25 lm, 2500 h rated life"
