id,category,title,subject,fits,site,url,author,licence,format,obtained,login,local_path,size_mm,scale,triangles,quality,detail,note
kicad-hdmi-dvi-connectors-kicad,electrical,HDMI-A Molex 208658 and DVI-D Molex 74320 PCB connectors,HDMI type-A / DVI-D PCB receptacles (display link from TFP410),close,KiCad packages3D (GitLab),https://gitlab.com/kicad/libraries/kicad-packages3D/-/tree/master/Connector_Video.3dshapes,KiCad library team,CC-BY-SA 4.0 with KiCad library exception (see KICAD-LICENSE.md),step,yes,no,01-REFERENCE/model/library/electrical/kicad-hdmi-dvi-connectors-kicad,12 x 15 x 8,1:1,2308,5,Connector bodies,"Only if the display board uses a board-level HDMI/DVI jack. Other file extents (mm): DVI-D_Molex_74320-4004_Horizontal.step: [36.83, 18.03, 12.25]"
teensy41-step-github-xengi,electrical,Teensy 4.1 Assembly STEP (teensy.pretty),Teensy 4.1 board,exact,GitHub,https://github.com/XenGi/teensy.pretty,XenGi (teensy.pretty contributors),MIT (repo LICENSE),step,yes,no,01-REFERENCE/model/library/electrical/teensy41-step-github-xengi,67 x 18 x 5,1:1,65520,5,"Detailed board assembly with components, USB, SD socket, pads; no headers(?)","19 MB detailed model. Also Teensy41.kicad_mod footprint included. Board is 2.4x0.7in (60.96x17.78mm); extent X includes USB overhang. Other file extents (mm): Teensy_4.0_Assembly.STEP: [36.75, 4.125, 17.7]"
teensy41-step-github-edrobotics,electrical,teensy_4.1.step (rescue_maze_2024 parts library),Teensy 4.1 board,exact,GitHub,https://github.com/edrobotics/rescue_maze_2024/blob/HEAD/Hardware/CAD/Parts_library/teensy_4.1.step,edrobotics,GPL-3.0 (repo),step,yes,no,01-REFERENCE/model/library/electrical/teensy41-step-github-edrobotics,61 x 4 x 18,1:1,5208,3,Simplified board with pin headers (Y-up orientation),Lighter model (280 kB); 60.96x17.78 outline.
teensy41-dimensions-drawing-pjrc,electrical,Teensy 4.1 dimension drawing + pinout card,Teensy 4.1 board,exact,pjrc.com,https://www.pjrc.com/teensy/dimensions.html,PJRC,PJRC website content (freely published),drawing,yes,no,01-REFERENCE/model/library/electrical/teensy41-dimensions-drawing-pjrc,,1:1,,5,"Official dimension drawing (hole spacing, outline)",Official source of truth for outline dims. [measure failed: file_type 'png' not supported]
teensy41-grabcad-karim-korish,electrical,Teensy 4.1 Development Board,Teensy 4.1 board,exact,GrabCAD,https://grabcad.com/library/teensy-4-1-development-board-1,Karim Korish,GrabCAD terms (free with account),step,no,yes,,,1:1,,4,,STEP/IGES + rendering; 2690 downloads.
teensy41-grabcad-zack-kummer,electrical,TEENSY 4.1,Teensy 4.1 board,exact,GrabCAD,https://grabcad.com/library/teensy-4-1-1,Maker Guru (Zack Kummer),GrabCAD terms (free with account),step,no,yes,,,1:1,,4,,STEP/IGES.
teensy41-grabcad-3,electrical,Teensy 4.1,Teensy 4.1 board,exact,GrabCAD,https://grabcad.com/library/teensy-4-1-3,unknown,GrabCAD terms (free with account),step,no,yes,,,1:1,,3,,
teensy41-snapeda,electrical,Teensy 4.1 symbol/footprint/3D,Teensy 4.1 board,exact,SnapEDA / SnapMagic,https://www.snapeda.com/parts/Teensy%204.1/PJRC/view-part/,SnapEDA,SnapEDA terms (free account),step,no,yes,,,1:1,,3,,"Also componentsearchengine.com/part-view/TEENSY%204.1/PJRC (SamacSys, free account)."
xiao-esp32c3-seeed-files,electrical,"Seeed XIAO ESP32C3 official KiCad PCB, DXF outlines, dimensioning, footprints + kicad-cli STEP export",Seeed Studio XIAO ESP32C3 board,exact,Seeed Studio wiki (files.seeedstudio.com),https://wiki.seeedstudio.com/XIAO_ESP32C3_Getting_Started/,Seeed Studio,Seeed open-source hardware files (free download; CC BY-SA per Seeed OSHW),step,yes,no,01-REFERENCE/model/library/electrical/xiao-esp32c3-seeed-files,21 x 18 x 2,1:1,3624,4,"Official v1.3 KiCad PCB (exact board) + DXF drawings. STEP was exported here with kicad-cli from the official PCB - board and outline only, components mostly without 3D bodies.","Official 3D model is on GrabCAD (grabcad.com/library/seeed-studio-xiao-esp32-c3-1, login). Board 21x17.8mm. Other file extents (mm): XIAO_ESP32C3_v1.2_Dimensioning/XIAO ESP32C3 v1.2 Dimensioning.dxf: [63.375, 28.374]"
xiao-esp32c3-grabcad-seeed,electrical,Seeed Studio XIAO ESP32 C3 (official),Seeed Studio XIAO ESP32C3 board,exact,GrabCAD,https://grabcad.com/library/seeed-studio-xiao-esp32-c3-1,Seeed Studio,GrabCAD terms (free with account),step,no,yes,,,1:1,,5,,Linked from Seeed wiki as the official 3D model.
xiao-module-step-github-segno,electrical,XIAO_Module.step,"Seeed XIAO form-factor module (generic, SAMD21 original)",close,GitHub,https://github.com/tomassasovsky/segno/blob/HEAD/hardware/kicad/segno.pretty/XIAO_Module.step,tomassasovsky (origin: Seeed Seeeduino XIAO model),GPL-3.0 (repo),step,yes,no,01-REFERENCE/model/library/electrical/xiao-module-step-github-segno,22 x 4 x 18,1:1,4828,4,Seeeduino XIAO with shield can; same outline as XIAO ESP32C3 but antenna connector/can differ,Identical geometry to seeeduino-xiao-step-github-frogpad.
seeeduino-xiao-step-github-frogpad,electrical,Seeeduino_Xiao.step,"Seeed XIAO form-factor module (generic, SAMD21 original)",close,GitHub,https://github.com/PonderSlime/FrogPad/blob/HEAD/files/pcb/models/Seeeduino_Xiao.step,PonderSlime (origin: Seeed),MIT (repo),step,yes,no,01-REFERENCE/model/library/electrical/seeeduino-xiao-step-github-frogpad,18 x 4 x 22,1:1,4828,4,"Same as segno copy, different orientation",Duplicate of XIAO_Module.step.
deutsch-dt04-2p-te,electrical,DT04-2P Customer View Model (3D STEP),Deutsch DT04-2P 2-way receptacle (pin) housing,exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT04-2P&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT04-2P&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt04-2p-te,17 x 18 x 43,1:1,23636,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt04-2p_te-cvm-3d_stp.zip: [0.017, 0.018, 0.043]"
deutsch-dt04-2p-e004-te,electrical,DT04-2P-E004 Customer View Model (3D STEP),Deutsch DT04-2P-E004 2-way receptacle (pin) housing with E004 end cap,exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT04-2P-E004&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT04-2P-E004&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt04-2p-e004-te,17 x 18 x 43,1:1,23626,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. 3D PDF (U3D) also saved. Other file extents (mm): dt04-2p-e004_te-cvm-3d_stp.zip: [0.017, 0.018, 0.043]"
deutsch-dt04-3p-te,electrical,DT04-3P Customer View Model (3D STEP),Deutsch DT04-3P 3-way receptacle (pin) housing,exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT04-3P&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT04-3P&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt04-3p-te,21 x 25 x 43,1:1,20560,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt04-3p_te-cvm-3d_stp.zip: [0.021, 0.025, 0.043]"
deutsch-dt04-4p-te,electrical,DT04-4P Customer View Model (3D STEP),Deutsch DT04-4P 4-way receptacle (pin) housing,exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT04-4P&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT04-4P&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt04-4p-te,21 x 20 x 46,1:1,18040,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt04-4p_te-cvm-3d_stp.zip: [0.021, 0.02, 0.046]"
deutsch-dt04-6p-te,electrical,DT04-6P Customer View Model (3D STEP),Deutsch DT04-6P 6-way receptacle (pin) housing,exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT04-6P&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT04-6P&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt04-6p-te,21 x 25 x 46,1:1,20086,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt04-6p_te-cvm-3d_stp.zip: [0.021, 0.025, 0.046]"
deutsch-dt04-08pa-te,electrical,DT04-08PA Customer View Model (3D STEP),"Deutsch DT04-08PA 8-way receptacle (pin) housing, A key",exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT04-08PA&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT04-08PA&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt04-08pa-te,36 x 26 x 46,1:1,20512,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt04-08pa_te-cvm-3d_stp.zip: [0.036, 0.026, 0.046]"
deutsch-dt04-12pa-te,electrical,DT04-12PA Customer View Model (3D STEP),"Deutsch DT04-12PA 12-way receptacle (pin) housing, A key",exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT04-12PA&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT04-12PA&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt04-12pa-te,41 x 23 x 46,1:1,29610,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt04-12pa_te-cvm-3d_stp.zip: [0.041, 0.023, 0.046]"
deutsch-dt06-2s-te,electrical,DT06-2S Customer View Model (3D STEP),Deutsch DT06-2S 2-way plug (socket) housing,exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT06-2S&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT06-2S&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt06-2s-te,17 x 17 x 28,1:1,18716,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt06-2s_te-cvm-3d_stp.zip: [0.017, 0.017, 0.028]"
deutsch-dt06-3s-te,electrical,DT06-3S Customer View Model (3D STEP),Deutsch DT06-3S 3-way plug (socket) housing,exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT06-3S&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT06-3S&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt06-3s-te,20 x 24 x 29,1:1,21894,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt06-3s_te-cvm-3d_stp.zip: [0.02, 0.024, 0.029]"
deutsch-dt06-4s-te,electrical,DT06-4S Customer View Model (3D STEP),Deutsch DT06-4S 4-way plug (socket) housing,exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT06-4S&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT06-4S&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt06-4s-te,20 x 19 x 31,1:1,18868,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt06-4s_te-cvm-3d_stp.zip: [0.02, 0.019, 0.031]"
deutsch-dt06-6s-te,electrical,DT06-6S Customer View Model (3D STEP),Deutsch DT06-6S 6-way plug (socket) housing,exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT06-6S&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT06-6S&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt06-6s-te,20 x 24 x 31,1:1,26908,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt06-6s_te-cvm-3d_stp.zip: [0.02, 0.024, 0.031]"
deutsch-dt06-08sa-te,electrical,DT06-08SA Customer View Model (3D STEP),"Deutsch DT06-08SA 8-way plug (socket) housing, A key",exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT06-08SA&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT06-08SA&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt06-08sa-te,37 x 21 x 31,1:1,27016,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt06-08sa_te-cvm-3d_stp.zip: [0.037, 0.021, 0.031]"
deutsch-dt06-12sa-te,electrical,DT06-12SA Customer View Model (3D STEP),"Deutsch DT06-12SA 12-way plug (socket) housing, A key",exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DT06-12SA&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DT06-12SA&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dt06-12sa-te,41 x 19 x 31,1:1,34632,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dt06-12sa_te-cvm-3d_stp.zip: [0.041, 0.019, 0.031]"
deutsch-dtp04-2p-te,electrical,DTP04-2P Customer View Model (3D STEP),"Deutsch DTP04-2P 2-way receptacle (pin) housing, size 12",exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DTP04-2P&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DTP04-2P&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dtp04-2p-te,22 x 22 x 47,1:1,20626,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dtp04-2p_te-cvm-3d_stp.zip: [0.022, 0.022, 0.047]"
deutsch-dtp04-4p-te,electrical,DTP04-4P Customer View Model (3D STEP),"Deutsch DTP04-4P 4-way receptacle (pin) housing, size 12",exact,TE Connectivity (te.com document delivery),https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CVM_DTP04-4P&DocType=Customer+View+Model&DocLang=3D&PartCntxt=DTP04-4P&DocFormat=3d_stp.zip,TE Connectivity (DEUTSCH),"TE Connectivity customer view model, free public download (TE site terms of use)",step,yes,no,01-REFERENCE/model/library/electrical/deutsch-dtp04-4p-te,27 x 27 x 47,1:1,28492,5,"Manufacturer customer-view model (simplified external geometry, correct envelope and cavity positions); original zip kept","Direct te.com endpoint 403s curl (Akamai) but served via a normal fetch; to re-fetch use the url in a browser. Other file extents (mm): dtp04-4p_te-cvm-3d_stp.zip: [0.027, 0.027, 0.047]"
